Code;Name;Start Date;End Date;Code client;Holder;Signatory name;Signatory Level;Status
0000435;BOMBARDIER_LISI_2015 [AMDT #4]_5Y;20100401;20151231;200006;BOMBARDIER;N/A;N/A;20
0000436;EMBRAER - SUP0310-06 (2 digits);20100413;20110731;331064;EMBRAER;N/A;N/A;80
0000439;BDS_2011 [BLB Contract_4001G];20100101;20121231;60141;BOEING - BDS_LONG BEACH;N/A;N/A;80
0000438;E/2003/111 - ANNEX A11;20100101;20121231;56451;AIRCRAFT DIVISION HAL;N/A;N/A;80
0000440;FOKKER_LISI_2012 [BLB_4001G]_3Y;20100101;20121231;56704;FOKKER AEROSTRUCTURES B.V;N/A;N/A;80
0000441;CONTRAT DASSAULT 2010-2012 (NOUV. REFS);20100701;20131231;331006;DASSAULT;N/A;N/A;80
0000442;LISI PATTONAIR ANNEX 1;20100701;20121231;57294;PATTONAIR SRL;N/A;N/A;80
0000443;CHINESE DRAWING PARTS (PRICE LIST);20100701;20121231;55753;CATIC;N/A;N/A;80
0000444;CHINESE DRAWING PARTS (PRICE LIST);20100701;20121231;331080;EUROCOPTER FRANCE;N/A;N/A;80
0000445;E/2003/111 - ANNEX A (A350);20100101;20151231;100003;EADS;N/A;N/A;20
0000447;E/2003/111 - ANNEX A2 (AU);20100819;20151231;331028;AIRBUS UK;N/A;N/A;80
0000446;E/2003/111 - ANNEX A12 - SPIRIT;20100812;20151231;50112;SPIRIT AEROSYSTEMS (EUROPE) LTD.;N/A;N/A;80
0000448;EMBRAER-SUP0310-06;20080901;20110209;05496;ALESTIS AEROSPACE AEROPOLIS;N/A;N/A;80
0000449;SPECTECH FOURNITURE MICROTURBO;20100101;20141231;05229;SPECTECH FRANCE;N/A;N/A;20
0000452;KAL/MURAKAMI DMI CONTRACT;20100826;20131231;05504;MURAKAMI AMERICA, INC FOR KAL;N/A;N/A;80
0000454;ACMN-AMS-09-0009 (USD REF.);20100101;20111231;200004;ALENIA;N/A;N/A;80
0000453;MTU 2011-2015;20100916;20151231;56835;MTU AERO ENGINES GMBH;N/A;N/A;80
0000455;ACMN-AMS-09-0010 (USD REFS);20100101;20121231;200004;ALENIA;N/A;N/A;80
0000456;SPIRIT_COI_2013 [Clip Nut & Stud]_3Y+1;20100101;20131231;57912;SPIRIT AEROSYSTEMS INC;N/A;N/A;20
0000457;SPIRIT_COI_2014 [BACW10CA Washer]_5Y;20100101;20141231;57912;SPIRIT AEROSYSTEMS INC;N/A;N/A;20
0000464;BOMBARDIER CONTRACT;20100101;20151231;200006;BOMBARDIER;N/A;N/A;80
0000458;SPIRIT_COI_2014 [Standoffs]_5Y;20100101;20141231;57912;SPIRIT AEROSYSTEMS INC;N/A;N/A;20
0000460;MOA ANNEX 2 (2009-12);20090101;20121231;300045;SATAIR France;N/A;N/A;80
0000462;PATTONAIR AWARD;20101025;20161231;300057;PATTONAIR UK;N/A;N/A;80
0000461;WESCO_COI_2012_3Y;20100308;20121231;59123;WESCO AIRCRAFT HARDWARE C;N/A;N/A;80
0000459;Annex A2_EADS SOGERMA;20100901;20151231;334007;SOGERMA;N/A;N/A;80
0000463;ARLINGTON LTA (Bombardier);20100101;20111231;60109;AIAP - ARLINGTON INT'L AVIATION;N/A;N/A;80
0000466;INTERFAST CANADA - COI;20090511;20111231;56626;INTERFAST CANADA;N/A;N/A;80
0000465;MURAKAMI_LNA_2013_for KAI_3Y;20110101;20131231;05528;MURAKAMI AMERICA, INC FOR KAI;N/A;N/A;20
0000477;LOCKHEED_COI_2016 [JSF LTA]_4+2Y;20110101;20160131;60508;LOCKHEED MARTIN CORP;N/A;N/A;20
0000467;LOCKHEED_COI_2015_5Y;20100330;20150330;60508;LOCKHEED MARTIN CORP;N/A;N/A;20
0000468;CENTRA INDUSTRIES INC - COI;20090418;20110414;60464;CENTRA INDUSTRIES INC;N/A;N/A;80
0000478;CLICK BOND_COI_2014 [JSF LTA];20110101;20141231;60467;CLICK BOND, INC.;N/A;N/A;80
0000471;ARLINGTON_COI_2013 [Bombardier]_4Y;20100101;20130630;334025;ARLINGTON;N/A;N/A;20
0000474;Square D Verbal Pricing - COI;20090101;20101231;60550;SQUARE D COMPANY;N/A;N/A;80
0000472;E/2003/111 - ANNEX A350 (ASTER);20100910;20151231;100003;EADS;N/A;N/A;20
0000473;CLICK BOND - COI;20090628;20101231;60467;CLICK BOND, INC.;N/A;N/A;80
0000475;Square D Verbal Pricing - COI;20090101;20101231;60597;SCHNEIDER CANADA INC;N/A;N/A;80
0000476;Square D Verbal Pricing - COI;20090101;20101231;60644;SCHNEIDER ELECTRIC;N/A;N/A;80
0000469;ADEPT_COI_2013 [Spacer LTA]_3Y;20100407;20130407;55169;ADEPT FASTENERS;N/A;N/A;80
0000470;ADEPT_COI _2012 [Swing Bolt LTA]_3Y;20091015;20121015;55169;ADEPT FASTENERS;N/A;N/A;80
0000479;MURAKAMI_LNA_2012_SHINMAYWA_3Y;20090930;20120830;60296;MURAKAMI AMERICA;N/A;N/A;80
0000480;SPIRIT LTA LIGHT NUT;20090101;20101231;57912;SPIRIT AEROSYSTEMS INC;N/A;N/A;80
0000481;PRICE LIST 2010;20101129;20151231;00533;ALIGN AEROSPACE FRANCE;N/A;N/A;20
0000482;AIP USD APPENDIX;20101019;20110526;300005;ALA;N/A;N/A;80
0000483;MASTER N°139924;20071016;20111231;58411;TAI - TURKISH AERO INDUSTRIES INC;N/A;N/A;80
0000490;SPECTECH/TECHSPACE;20090101;20121231;05229;SPECTECH FRANCE;N/A;N/A;80
0000485;BCA - Titanium Bolts - 672359;20100101;20111231;60138;BOEING - BCA _SEATTLE;N/A;N/A;80
0000486;BCA - Lockbolts & Collars - 672360;20100101;20111231;60138;BOEING - BCA _SEATTLE;N/A;N/A;80
0000487;BCA - Collars - 672362;20100101;20111231;60138;BOEING - BCA _SEATTLE;N/A;N/A;80
0000489;BCA - INCO Hi-lok / Tique Bolts - 672365;20100101;20111231;60138;BOEING - BCA _SEATTLE;N/A;N/A;80
0000488;BCA - 787 Fasteners - 672363;20100101;20111231;60138;BOEING - BCA _SEATTLE;N/A;N/A;80
0000484;MHI 2011 -PIN / COL / COI / LAC;20101201;20111231;05537;MITSUBISHI HEAVY INDUSTRIES, LTD;N/A;N/A;80
0000491;LATECOERE (ANNEXE B) _ N° 4600000745 ($);20080701;20151231;300028;LATECOERE;N/A;N/A;80
0000492;AIRCELLE - 5500000381;20100323;20141231;06531;AIRCELLE;N/A;N/A;20
0000493;E/2003/111 OVERSIZE AIRBUS FR (RUNNER);20110101;20151231;331007;AIRBUS FRANCE;N/A;N/A;80
0000495;E/2003/111 OVERSIZE AIRBUS UK (RUNNER);20110101;20151231;331028;AIRBUS UK;N/A;N/A;80
0000494;E/2003/111 OVERSIZE AIRBUS UK (REPEATER);20110101;20151231;331028;AIRBUS UK;N/A;N/A;80
0000496;E/2003/111 OVERSIZE AIRBUS FR (REPEATER);20110101;20151231;331007;AIRBUS FRANCE;N/A;N/A;80
0000497;E/2003/111 - ANNEX A13;20110101;20151231;331007;AIRBUS FRANCE;N/A;N/A;80
0000498;E/2003/111 - ANNEX A6;20110101;20151231;331007;AIRBUS FRANCE;N/A;N/A;80
0000499;E/2003/111 - ANNEX A6;20110101;20151231;55852;GKN AEROSPACE SERVICES LTD;N/A;N/A;80
0000500;E/2003/111 - AANEX A12 (REPEATER);20110101;20151231;05410;GKN AEROSPACE SERVICES LTD (OVZ);N/A;N/A;80
0000501;E/2003/111 - ANNEX A5 (DRAWING PARTS);20110101;20151231;331080;EUROCOPTER FRANCE;N/A;N/A;80
0000502;E/2003/111 - ANNEX A5 (DRAWING PARTS);20110101;20151231;300017;EUROCOPTER GERMANY;N/A;N/A;80
0000503;E/2003/111 - ANNEX A5 (DRAWING PARTS);20110101;20151231;56301;EUROCOPTER ESPANA;N/A;N/A;80
0000504;E/2003/111 - ANNEX A8 (LASSO);20110101;20151231;331080;EUROCOPTER FRANCE;N/A;N/A;20
0000505;E/2003/111 - ANNEX A2;20110101;20151231;331027;AIRBUS GERMANY;N/A;N/A;80
0000506;E/2003/111 - ANNEX A2;20110101;20151231;08681;EADS SOGERMA;N/A;N/A;80
0000508;E/2003/111 - ANNEX A;20110101;20111231;08320;SOCATA SAS;N/A;N/A;80
0000507;E/2003/111 - ANNEX A (XPL);20110101;20151231;100003;EADS;N/A;N/A;80
0000509;E/2003/111 - ANNEX A9;20110101;20151231;331080;EUROCOPTER FRANCE;N/A;N/A;80
0000510;E/2003/111 - ANNEX A9;20110101;20151231;300017;EUROCOPTER GERMANY;N/A;N/A;80
0000511;E/2003/111 - ANNEX A9;20110101;20151231;56301;EUROCOPTER ESPANA;N/A;N/A;80
0000512;E/2003/111 - ANNEX A;20110101;20151231;331007;AIRBUS FRANCE;N/A;N/A;80
0000513;E/2003/111 - ANNEX A;20110101;20151231;331028;AIRBUS UK;N/A;N/A;80
0000514;E/2003/111 - ANNEX A;20110101;20151231;331027;AIRBUS GERMANY;N/A;N/A;80
0000515;E/2003/111 - ANNEX A;20110101;20151231;55165;PREMIUM AEROTEC GMBH VAREL;N/A;N/A;80
0000516;E/2003/111 - ANNEX A;20110101;20151231;55166;PREMIUM AEROTEC GMBH NORDENHAM;N/A;N/A;80
0000517;E/2003/111 - ANNEX A;20110101;20151231;55198;PREMIUM AEROTEC GMBH - BREMEN;N/A;N/A;80
0000518;E/2003/111 - ANNEX A;20110101;20151231;331041;AIRBUS SPAIN;N/A;N/A;80
0000519;E/2003/111 - ANNEX A;20110101;20151231;332041;EADS SPAIN;N/A;N/A;80
0000520;E/2003/111 - ANNEX A;20110101;20151231;56845;EADS MAROC AVIATION;N/A;N/A;80
0000521;E/2003/111 - ANNEX A;20110101;20151231;300016;EADS GERMANY;N/A;N/A;80
0000522;E/2003/111 - ANNEX A;20110101;20151231;334007;SOGERMA;N/A;N/A;80
0000523;E/2003/111 - ANNEX A;20110101;20151231;300054;MBDA;N/A;N/A;80
0000524;E/2003/111 - ANNEX A;20110101;20151231;55152;PREMIUM AEROTEC GMBH AUGSBURG;N/A;N/A;80
0000525;E/2003/111 - ANNEX A5;20110101;20151231;331080;EUROCOPTER FRANCE;N/A;N/A;80
0000526;E/2003/111 - ANNEX A5;20110101;20151231;300017;EUROCOPTER GERMANY;N/A;N/A;80
0000527;E/2003/111 - ANNEX A5;20110101;20151231;56301;EUROCOPTER ESPANA;N/A;N/A;80
0000528;E/2003/111 - ANNEX A5;20110101;20151231;334007;SOGERMA;N/A;N/A;80
0000529;E/2003/111 - ANNEX A5;20110101;20151231;300070;PREMIUM AEROTEC GERMANY;N/A;N/A;80
0000530;E/2003/111 - ANNEX A5;20110101;20151231;332041;EADS SPAIN;N/A;N/A;80
0000531;E/2003/111 - ANNEX A5;20110101;20151231;300016;EADS GERMANY;N/A;N/A;80
0000532;E/2003/111 - ANNEX A5;20110101;20151231;300054;MBDA;N/A;N/A;80
0000533;E/2003/111 - ANNEX A5(a);20110101;20151231;331080;EUROCOPTER FRANCE;N/A;N/A;80
0000534;E/2003/111 - ANNEX A5(a);20110101;20151231;300017;EUROCOPTER GERMANY;N/A;N/A;80
0000535;E/2003/111 - ANNEX A5(a);20110101;20151231;56301;EUROCOPTER ESPANA;N/A;N/A;80
0000536;E/2003/111 - ANNEX A5(a);20110101;20151231;334007;SOGERMA;N/A;N/A;80
0000537;E/2003/111 - ANNEX A5(a);20110101;20151231;300070;PREMIUM AEROTEC GERMANY;N/A;N/A;80
0000538;E/2003/111 - ANNEX A5(a);20110101;20151231;332041;EADS SPAIN;N/A;N/A;80
0000539;E/2003/111 - ANNEX A5(a);20110101;20151231;300016;EADS GERMANY;N/A;N/A;80
0000540;E/2003/111 - ANNEX A5(a);20110101;20151231;332007;EADS FRANCE;N/A;N/A;80
0000541;E/2003/111 - ANNEX A5(a);20110101;20151231;300054;MBDA;N/A;N/A;80
0000542;PWA 2011;20110101;20131231;57313;PRATT & WHITNEY USA;N/A;N/A;20
0000543;E/2003/111 - ANNEX A11;20110101;20151231;55852;GKN AEROSPACE SERVICES LTD;N/A;N/A;80
0000544;WESCO_TOR_2012_3Y;20090925;20121231;59123;WESCO AIRCRAFT HARDWARE C;N/A;N/A;80
0000545;E/2003/111 - ANNEX A;20110101;20151231;331007;AIRBUS FRANCE;N/A;N/A;80
0000547;E/2003/111 - ANNEX A;20110101;20151231;331027;AIRBUS GERMANY;N/A;N/A;80
0000546;E/2003/111 - ANNEX A;20110101;20151231;331028;AIRBUS UK;N/A;N/A;80
0000548;E/2003/111 - ANNEX A;20110101;20151231;55165;PREMIUM AEROTEC GMBH VAREL;N/A;N/A;80
0000549;E/2003/111 - ANNEX A;20110101;20151231;55166;PREMIUM AEROTEC GMBH NORDENHAM;N/A;N/A;80
0000551;MURAKAMI_LNA_2013_DMI for KAL_4Y;20100409;20131231;05504;MURAKAMI AMERICA, INC FOR KAL;N/A;N/A;20
0000550;E/2003/111 - ANNEX A;20110101;20151231;55198;PREMIUM AEROTEC GMBH - BREMEN;N/A;N/A;80
0000552;SPIRIT_TOR_2015 [Collar Package]_5Y;20110101;20151231;57912;SPIRIT AEROSYSTEMS INC;N/A;N/A;20
0000553;BDS_TOR_2014 [OVS Pins_10R249]_3Y;20110301;20140228;60141;BOEING - BDS_LONG BEACH;N/A;N/A;20
0000554;BOMBARDIER MIN MAX 2011;20110101;20111231;200006;BOMBARDIER;N/A;N/A;80
0000555;MURAKAMI_LNA_2013_for FHI_3Y;20110101;20131231;60296;MURAKAMI AMERICA;N/A;N/A;20
0000557;TECHSPACE AUTRES REFS;20110101;20151231;331056;TECHSPACE;N/A;N/A;20
0000556;TRIUMPH_LISI_2011 [BLB Contract_4001G];20100101;20121231;60383;TRIUMPH GROUP, INC;N/A;N/A;80
0000558;E/2003/111 - ANNEX A11;20110316;20151231;56165;RUAG AEROSPACE STRUCTURES;N/A;N/A;80
0000559;INTERFAST_COI_2013 [Monadlock]_3Y;20110101;20131231;334037;WESCO US;N/A;N/A;20
0000560;ADEPT_TOR_2013_3Y;20110323;20131231;55169;ADEPT FASTENERS;N/A;N/A;20
0000561;KHI_LNA_2015_5Y;20110331;20151231;55817;KAWASAKI HEAVY INDUSTRIES LTD;N/A;N/A;20
0000562;MASTER CONTRACT 2011-2013;20110101;20131231;200004;ALENIA;N/A;N/A;20
0000450;BOMBARDIER MIN MAX 2010;20100101;20101231;200006;BOMBARDIER;N/A;N/A;80
0000563;MASTER CONTRACT 2011-2013;20110101;20131231;200004;ALENIA;N/A;N/A;20
0000451;BOMBARDIER MIN MAX 2007-2009;20070101;20091231;200006;BOMBARDIER;N/A;N/A;80
0000564;2011 PRICING AGREEMENT;20110405;20131231;55348;AVIALL;N/A;N/A;20
0000565;PWC NUTS AND BOLTS;20110401;20141231;57301;PRATT & WHITNEY 01 A CORP;N/A;N/A;20
0000566;PATTONAIR AWARD EUR;20110101;20161231;300057;PATTONAIR UK;N/A;N/A;20
0000567;Square D Verbal Pricing - COI;20110101;20111231;60550;SQUARE D COMPANY;N/A;N/A;80
0000568;Square D Verbal Pricing - COI;20110101;20111231;60597;SCHNEIDER CANADA INC;N/A;N/A;80
0000569;Square D Verbal Pricing - COI;20110101;20111231;60644;SCHNEIDER ELECTRIC;N/A;N/A;80
0000570;ADEPT_VDR_2013 [Verbal agreement]_3Y;20110303;20131231;55169;ADEPT FASTENERS;N/A;N/A;20
0000571;E/2003/111 - ANNEX A11;20110401;20121231;55738;AVIC INTERNATIONAL HOLDING CORP.;N/A;N/A;80
0000572;AIM_COI_2014_3Y;20110429;20141231;60410;AIM AEROSPACE;N/A;N/A;20
0000573;E/2003/111 - ANNEX A11;20101102;20151231;50112;SPIRIT AEROSYSTEMS (EUROPE) LTD.;N/A;N/A;80
0000574;GE CONTRACT 2011;20110101;20131231;57149;CORBUS;N/A;N/A;20
0000575;E/2003/111 - ANNEXE A2;20110531;20151231;331041;AIRBUS SPAIN;N/A;N/A;80
0000576;AIRCRAFT_COI_2012 [SwingBolt_Verbal]_2Y;20110607;20121231;60419;AIRCRAFT FASTENERS INT'L;N/A;N/A;80
0000577;BCA - INCO Hi-lok / Tique Bolts - 672365;20100101;20111231;60157;BOEING - BCA_WINNIPEG;N/A;N/A;80
0000578;BDS_TOR_2014 [LockBolts_11R014]_3Y;20110301;20140228;334020;BDS;N/A;N/A;20
0000579;MURAKAMI_LNA_2013_for NIPPI_3Y;20110201;20131231;60296;MURAKAMI AMERICA;N/A;N/A;20
0000580;E/2003/111 - ANNEX A (A350) (2);20110601;20151231;100003;EADS;N/A;N/A;20
0000581;E/2003/111 - ANNEX A2 (NEW AF);20110719;20151231;331007;AIRBUS FRANCE;N/A;N/A;80
0000584;CONTRAT DE FOURNITURE MICROTURBO LISI;20110725;20141231;07080;MICROTURBO;N/A;N/A;20
0000583;PATTONAIR AWARD USD;20110101;20201231;300057;PATTONAIR UK;N/A;N/A;80
0000585;INTERFAST_COI_2015_Boeing Winnipeg_4Y;20110725;20151231;334037;WESCO US;N/A;N/A;20
0000586;E/2003/111 - ANNEX A (A350) (3);20110101;20151231;100003;EADS;N/A;N/A;20
0000587;BDS 4PL (BE)_2014 [#10R234];20110728;20141231;60725;BOEING - BDS C/O BE;N/A;N/A;80
0000588;BDS 4PL (UFC)_2014 [#10R234];20110728;20141231;60726;BOEING - BDS C/O UFC;N/A;N/A;80
0000590;EMBRAER - SUP0310-06;20110701;20151231;55176;AERNNOVA AEROSPACE S.A;N/A;N/A;20
0000589;EMBRAER - SUP0310-06;20110701;20151231;331064;EMBRAER;N/A;N/A;20
0000591;EMBRAER - SUP0310-06;20110701;20151231;56406;AERNNOVA AEROSPACE S.A;N/A;N/A;20
0000592;EMBRAER - SUP0310-06;20110701;20151231;57904;ALESTIS AEROSPACE MANUFACTURING S.L;N/A;N/A;20
0000593;EMBRAER - SUP0310-06;20110701;20151231;55817;KAWASAKI HEAVY INDUSTRIES LTD;N/A;N/A;20
0000594;EMBRAER - SUP0310-06;20110701;20151231;06760;LATECOERE;N/A;N/A;80
0000595;EMBRAER - SUP0310-06;20110701;20151231;56230;SONACA;N/A;N/A;20
0000596;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;05496;ALESTIS AEROSPACE AEROPOLIS;N/A;N/A;20
0000597;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;05585;ACITURRI COMPOSITES;N/A;N/A;20
0000598;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;05549;ACITURRI COMPOSITES;N/A;N/A;20
0000599;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;55767;ACITURRI METALLIC PARTS, S.L.U.;N/A;N/A;20
0000600;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;200048;AERNNOVA;N/A;N/A;20
0000601;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;57904;ALESTIS AEROSPACE MANUFACTURING S.L;N/A;N/A;20
0000602;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;05505;ALESTIS AEROSPACE S.L;N/A;N/A;20
0000603;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;56213;DIEHL AIR CABIN GMBH;N/A;N/A;20
0000604;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;06357;FIGEAC AERO;N/A;N/A;20
0000605;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;56629;KOREA AEROSPACE INDUSTRIES LTD;N/A;N/A;80
0000606;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;06760;LATECOERE;N/A;N/A;20
0000607;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;300044;SABCA;N/A;N/A;20
0000608;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;55177;MAGELLAN;N/A;N/A;20
0000609;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;56244;FISCHER ADVANCED COMPOSITE;N/A;N/A;20
0000610;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;56699;FISCHER ADVANCED COMPOSITE;N/A;N/A;20
0000612;ANNEXE 7 MOA;20110809;20121231;00357;B/E AEROSPACE CM  II SAS;N/A;N/A;80
0000611;MOA 2009-2012;20110809;20121231;00357;B/E AEROSPACE CM  II SAS;N/A;N/A;80
0000613;MOA ANNEX 2 (2009-12);20110809;20121231;00357;B/E AEROSPACE CM  II SAS;N/A;N/A;80
0000614;E/2003/111 - ANNEX A2 (LASSO);20110801;20151231;200003;AIRBUS;N/A;N/A;80
0000615;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;300071;GKN EUROPE;N/A;N/A;20
0000616;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;200027;SPIRIT EU;N/A;N/A;20
0000617;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;200042;SPIRIT US;N/A;N/A;80
0000618;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;50010;GE AVIATION SYSTEMS LTD;N/A;N/A;20
0000619;BDS_2016_[Agreement #10R234]_3+2Y;20110728;20161231;334020;BDS;N/A;N/A;20
0000620;E/2003/111 - ANNEX A (A350) - RSP;20110701;20151231;06229;MAZ'AIR;N/A;N/A;20
0000504;E/2003/111 - ANNEX A8 (LASSO);20110101;20151231;30001;RVI;N/A;N/A;80
0000621;B/E AERO_LISI_2014_3Y;20110701;20141231;60173;B/E AEROSPACE CONSUMABLES MANAGEMENT;N/A;N/A;20
0000622;E/2003/111 - ANNEX A8 (LASSO) - GERMANY;20110101;20151231;300017;EUROCOPTER GERMANY;N/A;N/A;20
0000623;LATECOERE ANNEXE A _ N°4600000744 (€);20110901;20151231;300028;LATECOERE;N/A;N/A;20
0000624;BDS ST LOUIS_2012 [BLB_4001G]_3Y;20100101;20121231;60143;BOEING - BDS_ST LOUIS;N/A;N/A;80
0000625;MHI_LNA_2012_for Boeing & Bombardier_3Y;20100301;20121231;60174;MITSUBISHI HEAVY INDUSTRIES AMERICA;N/A;N/A;80
0000626;TRIUMPH_BOMBARDIER MIN MAX 2011;20110101;20111231;60383;TRIUMPH GROUP, INC;N/A;N/A;80
0000627;FOKKER_LISI_2016 [BDS #10R234]_5Y;20110728;20161231;56704;FOKKER AEROSTRUCTURES B.V;N/A;N/A;20
0000628;INTERCOASTAL_COI_2014_3Y;20111028;20141028;60605;INTERCOASTAL INC;N/A;N/A;20
0000630;E/2003/111 - ANNEX A11;20111101;20121231;05585;ACITURRI COMPOSITES;N/A;N/A;80
0000629;Gentleman agreement PWC business;20090101;20111231;60729;ALIGN AEROSPACE (PWC);N/A;N/A;80
0000631;E/2003/111 - ANNEX A11;20111101;20121231;05549;ACITURRI COMPOSITES;N/A;N/A;80
0000632;E/2003/111 - ANNEX A11;20111101;20121231;55767;ACITURRI METALLIC PARTS, S.L.U.;N/A;N/A;80
0000633;ADEPT_LISI_2014_3Y;20111001;20141231;55169;ADEPT FASTENERS;N/A;N/A;20
